BGE,rate,ontology,response,species,class,monomer
0.10046338773606936,0.006024473386346785,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,biotin 
0.15094639378017416,0.037290003403435024,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,caffeic acid
0.08926914953032175,0.003676020166747919,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,choline
0.16821199122774116,0.03107864066697366,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,cis-aconitic acid
0.20312635107071153,0.01286603700056455,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,cytidine
0.1767585087709956,0.006062736417221626,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,rhamnose
0.23537974386564495,0.015484683579146214,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,deoxyguanosine
0.24229655150896465,0.017658101373368228,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,maltose
0.17172991481348654,0.02207991089585872,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,sucrose
0.16105081948320904,0.005000422803774711,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,fumaric acid 
0.11717830604750862,0.004742540981265065,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,gamma-amino-n-butyric acid 
0.10308906333436439,0.003989811961984054,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,glycine 
5.298461557271899,0.002572810225863747,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,glycine betaine
0.27089105761009635,0.014460626415504175,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,guanine
3.24909655406876,0.0022769143352604684,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,guanosine
0.11626707634379094,0.006243498778100355,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,fructose
0.1565841875446531,0.007746980888516256,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,glucose
0.1265566384083318,0.007082443136512797,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,histidine
0.06650249896937727,0.005412177038999306,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,homoserine 
0.08136276338328814,0.004278879417571216,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,hypoxanthine
0.31070400274818294,0.0717149943873107,Auxins,positive,Burkholderia sp. URHA0054,Betaproteobacteria,indole-3-acetic acid
0.07957809701680767,0.014969529899417019,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,inosine 
0.0846015356411202,0.0048940839987036775,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,isoleucine 
0.026874257260666,0.0025425483591726885,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,jasmonic acid
5.275730620096124,0.0027486364127597583,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-aspartic acid
0.14355528089555974,0.010859057048082555,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-carnitine
0.14867562950476554,0.023235913946378268,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-citrulline
0.37074859957531103,0.11186608012667443,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-glutamate 
0.02276753798134348,0.0017239175996233713,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-hydroxyproline
0.09997913804152495,0.020817750367611226,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-pyroglutamic acid
0.07206007618974822,0.031086568558676274,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,L-tyrosine 
0.29070486182011457,0.24970559364086817,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,lactic acid
0.23088039094664642,0.1287547044408352,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,leucine
0.13195115143477376,0.05278432296397027,Fatty acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,linoleic acid
0.12322473140362594,0.04958335161681826,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,lysine
0.14446298171979743,0.06621625766106666,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,malic acid
0.19400855006553425,0.08914406171692005,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,malonic acid 
0.16217260745376832,0.04363670085584609,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,methionine 
0.23848855224155194,0.10326466679021515,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,N-acetyl-D-glucosamine 
0.20005215943257493,0.0739073950036174,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,nicotinic acid
0.15191602514729408,0.053465227028122744,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,ornithine
0.1329887040831676,0.04571664508407364,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,pantothenic acid 
0.16855849373052056,0.05506712457321802,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,arabinose
0.21566918539566723,0.10073776414835092,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,D-ribose
0.2076847322240189,0.09438921301516565,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,xylose
0.2458767507166664,0.12689061320887585,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,phenylalanine 
0.2558569211484454,0.16273563981906264,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,proline 
0.18180584367124442,0.07880340639042838,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,salicylic acid
0.19249181184554395,0.06187588545961653,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,serine 
0.15020219081483357,0.05539163845229684,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,shikimic acid 
0.14543207231829608,0.05122680500204289,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,sinapyl alcohol
0.11787055723597602,0.0393118130422407,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,stachyhydrine
0.28786265546671197,0.20507423661167076,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,succinic acid
0.08383046250203738,0.028577025542178988,Sugars,positive,Burkholderia sp. URHA0054,Betaproteobacteria,inositol
0.13538005928755453,0.03807954425360158,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,syringic acid
0.176368990560624,0.06153897689385485,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,taurine
0.14557219207919597,0.03766233749008361,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,thiamine
0.17756054001249605,0.07216862719452011,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,threonic acid 
0.10035382066233181,0.023369626056599545,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,threonine 
0.3269534217312836,0.4493970375555315,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,thymidine
0.08603324940785456,0.03021262966517099,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,trans-cinnamic acid
0.11609931829743736,0.05153710761955579,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,trans-ferulic acid
0.09905332922106773,0.0297938848140111,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,trigonelline
0.12757433251952155,0.038488359671904865,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,tryptophan
0.15134933269638656,0.02673987524159665,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,uracil
0.1505204786228096,0.039974709241065894,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,uridine
0.37994727918803856,0.6421749482087925,Amino acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,valine 
0.06881665537865107,0.023239458650411632,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,vanillic acid
0.10092391536935867,0.0286773283752183,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,vanillin
5.269985485621566,0.0012844147714410905,Nucleotides,positive,Burkholderia sp. URHA0054,Betaproteobacteria,xanthine
0.26389486827918307,0.039020162955552704,Fatty acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,linoleic acid
0.17247490719517208,0.004675465929668625,Organic acids,positive,Burkholderia sp. URHA0054,Betaproteobacteria,oxalic acid
0.11460366196296048,0.017350938530502073,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,2-aminoisobutyric acid 
0.10436984313228517,0.013707912344121316,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,"2,3-Dihydroxybenzoic acid"
0.12402139237341031,0.016881806190016786,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,3-Dehydroshikimic acid
0.1733709991722443,0.015686918744859238,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,5-aminovaleric acid
0.1521908399771778,0.02064419910006082,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,abscisic acid
0.15652064750124112,0.005538575825200211,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,adenine
0.09417126353463173,0.006024585397956139,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,adenosine
0.14239011958878178,0.03728975063833143,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,alanine
0.0839709759787529,0.003675627874175052,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,alpha-ketoglutaric acid 
0.1580123842231606,0.031077597649739816,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,arginine
0.1907153707397605,0.012866030306378073,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,asparagine 
0.1659200553658876,0.006062712424382141,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,betonicine
0.22133751348192368,0.015484674536431058,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,biotin 
0.2279997034380834,0.017658085310868474,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,caffeic acid
0.1619678260921026,0.02207936480250058,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,choline
0.15168678332384827,0.0050003832907708325,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,cis-aconitic acid
0.10967263001877131,0.004742488397240709,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,cytidine
0.09691402467461492,0.003989749966665865,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,rhamnose
5.319485082786711,0.0025727983449850386,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,deoxyguanosine
0.2555380848782272,0.01446062406202958,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,maltose
3.2644973910418704,0.0022766085859003264,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,sucrose
0.10928678318183621,0.006243464896676151,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,fumaric acid 
0.14741897807767718,0.0077469683669425735,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,gamma-amino-n-butyric acid 
0.11935069605224818,0.007082359502758283,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,glycine 
0.0623562929775225,0.005412213578600989,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,glycine betaine
0.07548064455320357,0.004278721059093261,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,guanine
0.29242786991195036,0.07171430280684929,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,guanosine
0.0748712887763955,0.014969459699708143,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,fructose
0.07966712751290714,0.004893839980880877,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,glucose
0.025185658721245324,0.002542304983145985,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,histidine
5.294222729196627,0.0027486318331698444,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,homoserine 
0.13552609617922728,0.01085905403238765,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,hypoxanthine
0.14021893996499607,0.02323563017567329,Auxins,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,indole-3-acetic acid
0.3500687859536223,0.11186668005580169,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,inosine 
0.02126817442676337,0.0017237024682011863,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,isoleucine 
0.09412050528247178,0.02081796876726624,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,jasmonic acid
0.006421217082724509,0.0017777296058125685,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-aspartic acid
0.27499918211278523,0.036276160180728656,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-carnitine
0.2048107691014508,0.009611713678740641,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-citrulline
0.030532528789592638,0.0039503764700402465,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-glutamate 
3.4959762413175155,0.003782910798878253,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-hydroxyproline
7.853835270560596,0.0023767880592667203,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-pyroglutamic acid
0.16515289040615577,0.0063728479507742675,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,L-tyrosine 
0.15309851490871296,0.011852753567882398,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,lactic acid
0.2169957866710982,0.009481906319719995,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,leucine
0.1718163777353231,0.006351134016589456,Fatty acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,linoleic acid
0.08679958737656386,0.004330907439487339,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,lysine
9.83595347180294,0.002240866066374561,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,malic acid
0.14659529106753796,0.006332090274403803,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,malonic acid 
0.1911920328067209,0.008061576529980855,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,methionine 
0.18610603303693343,0.01175709791907835,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,N-acetyl-D-glucosamine 
0.23057000354478008,0.015484671334795436,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,nicotinic acid
0.22723647033387923,0.008870285436699729,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,ornithine
6.2829029405327566,0.053433372571657464,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,pantothenic acid 
0.1580753042835285,0.005000407579717473,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,arabinose
0.08124375203249419,0.004036078187568929,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,D-ribose
4.005812578375922,0.004523797876098492,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,xylose
5.372671127267215,0.0054963911261755125,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,phenylalanine 
0.2686899566641851,0.016851109414314894,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,proline 
3.253776629850564,0.0022768204387201485,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,salicylic acid
0.11282921147931778,0.005680607908959267,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,serine 
0.15736822296085137,0.009450531813172817,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,shikimic acid 
0.10729565615360653,0.004196001008418024,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,sinapyl alcohol
0.14716095220450873,0.0067145131021040605,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,stachyhydrine
0.8304912486410864,0.0018037254778023367,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,succinic acid
0.3042187395110282,0.06217645311831837,Sugars,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,inositol
5.863963004195863,0.0006199118440940055,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,syringic acid
10.130828164002436,0.0017840323287071614,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,taurine
0.02633580057137027,0.0025424728328953695,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,thiamine
5.306504825651557,0.0013268921771295615,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,threonic acid 
0.12807383589899518,0.005614507002649249,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,threonine 
9.443748644265188,0.0316058014369669,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,thymidine
0.36344032636556844,0.09390807770436321,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,trans-cinnamic acid
0.022288382575837193,0.0017238510649522083,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,trans-ferulic acid
0.034869556512546515,0.002659847406147639,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,trigonelline
0.057152484350885255,0.009570493513283805,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,tryptophan
0.27632494163876387,0.15334175507374675,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,uracil
0.2144434247721407,0.04885836696657753,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,uridine
0.10753650840501182,0.009682558726336362,Amino acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,valine 
0.1055977097300453,0.013917341663826951,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,vanillic acid
0.12101501742090126,0.012603567459862838,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,vanillin
0.1900402175256624,0.09234013411700616,Nucleotides,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,xanthine
0.1588813880749821,0.04646534698334849,Fatty acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,linoleic acid
0.23719322756330322,0.13438725100984358,Organic acids,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,oxalic acid
0.2001479178789463,0.09925686465560034,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,2-aminoisobutyric acid 
0.12712219405518366,0.009568807387840677,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,"2,3-Dihydroxybenzoic acid"
0.12901467727307206,0.04229103337074398,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,3-Dehydroshikimic acid
0.16471278435240078,0.055067403626280986,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,5-aminovaleric acid
0.20670400157464522,0.07296968500055942,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,abscisic acid
0.19630647412464824,0.05563582454462849,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,adenine
0.2390250885837221,0.11517882539829805,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,adenosine
0.2432598241638563,0.10117638918891061,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,alanine
0.1635480240209739,0.022080395200000862,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,alpha-ketoglutaric acid 
0.19047812737159597,0.07333048479675114,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,arginine
0.1461380165533453,0.052733843159597574,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,asparagine 
0.14219226431721474,0.05122710236188456,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,betonicine
0.11635444109343647,0.04323986314706438,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,biotin 
0.27763400585515985,0.1588381855479878,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,caffeic acid
0.08157947160600229,0.02820801329738469,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,choline
0.1294800900766927,0.02833379751465883,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,cis-aconitic acid
0.1651347173897827,0.02808048659534645,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,cytidine
0.14312056885239144,0.03986020302198143,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,rhamnose
0.16655305690206185,0.041555800525447245,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,deoxyguanosine
0.11562214594296732,0.11286414961753863,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,maltose
0.2978738459013427,0.10603975558415428,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,sucrose
0.06509107397462885,0.006211923609392941,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,fumaric acid 
0.09200549509293907,0.010481619018894495,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,gamma-amino-n-butyric acid 
0.097397832667131,0.03135947723208358,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,glycine 
0.12798816693267437,0.05036443388443267,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,glycine betaine
0.15714102413340658,0.05710773736802337,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,guanine
0.14339853220247895,0.02887856527543143,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,guanosine
0.3593629671979403,0.27801218846017955,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,fructose
0.06659820083814336,0.021848774637926366,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,glucose
0.08406110410065698,0.009137081253667464,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,histidine
0.006436767426972787,0.0017777368968504726,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,homoserine 
0.2756155048270823,0.03627684838020391,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,hypoxanthine
0.2052620327024454,0.009611711928359142,Auxins,undefined,Cellulomonas sp. URHD0024,Actinobacteria,indole-3-acetic acid
0.030605480870258044,0.003950389025362247,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,inosine 
3.49511339184332,0.0037829226987574423,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,isoleucine 
7.852507085285131,0.0023767883389546928,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,jasmonic acid
0.16554116677022965,0.006372847068280136,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-aspartic acid
0.1534556354676615,0.011852751948169312,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-carnitine
0.21747351703063736,0.009481904490411,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-citrulline
0.1721970750264838,0.0063511332953748514,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-glutamate 
0.08699652880117512,0.004330922107847067,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-hydroxyproline
9.83402120023244,0.002240867522177708,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-pyroglutamic acid
0.14693359100195966,0.006332089454757778,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,L-tyrosine 
0.1916224074901779,0.00806157505193075,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,lactic acid
0.186510517195485,0.011757095823066251,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,leucine
0.2310776991430754,0.015484668700699138,Fatty acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,linoleic acid
0.22773849270963398,0.008870283731096357,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,lysine
6.2829029405327566,0.053433372571657464,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,malic acid
0.1584267489099599,0.005000407959534865,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,malonic acid 
0.08143507489958093,0.004036078066648513,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,methionine 
4.004845405513253,0.004523798064411937,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,N-acetyl-D-glucosamine 
5.371724143053157,0.005496389825440417,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,nicotinic acid
0.26926976180059203,0.016851106271968085,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,ornithine
3.2532139082191733,0.0022768315985061405,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,pantothenic acid 
0.11308902495084014,0.005680608155429147,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,arabinose
0.15771888821641555,0.009450530385035115,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,D-ribose
0.10781966336332878,0.004196013458601934,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,xylose
0.14748290673603082,0.006714512779088053,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,phenylalanine 
0.8305053653274992,0.0018037284973493452,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,proline 
0.30490056007524774,0.0621764576607721,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,salicylic acid
5.86325101460657,0.0006199125590351008,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,serine 
10.128279564124323,0.0017840351759321454,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,shikimic acid 
0.02639928966900377,0.0025424824203125573,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,sinapyl alcohol
5.305687808819754,0.0013268911383153106,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,stachyhydrine
0.12835090660417692,0.005614512767478956,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,succinic acid
9.443748644265188,0.0316058014369669,Sugars,undefined,Cellulomonas sp. URHD0024,Actinobacteria,inositol
0.3642083769358771,0.09390708091977532,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,syringic acid
0.022344834309842673,0.0017238586482449963,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,taurine
0.034950140596566724,0.0026598591581708892,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,thiamine
0.061832728046528965,0.009570507657068626,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,threonic acid 
0.2982448858283515,0.1533430251094708,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,threonine 
0.23107594204941864,0.048857891784843885,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,thymidine
0.11596704232541398,0.009682562485900905,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,trans-cinnamic acid
0.11397190252655023,0.013917356256187471,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,trans-ferulic acid
0.13051910120088306,0.01260356935521372,Organic acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,trigonelline
0.20555384313014502,0.09234086738100204,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,tryptophan
0.17210684909912255,0.046465505679611045,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,uracil
0.25535612006291875,0.13438827796768227,Nucleotides,undefined,Cellulomonas sp. URHD0024,Actinobacteria,uridine
0.21551014863333157,0.09925817746469823,Amino acids,undefined,Cellulomonas sp. URHD0024,Actinobacteria,valine 
