name,soil,BGE,rate,Dads
alanine,Ultisols,0.4635287609938523,0.07439725808746435,0.03236146369683686
glucose,Ultisols,0.5591642655417508,0.09650126941519031,0.011108174980736912
salicylic acid,Ultisols,NaN,0.00981173401354946,0.17752953842253616
sinapyl alcohol,Ultisols,NaN,0.00968059117355009,0.10324773025325898
oxalic acid,Ultisols,NaN,0.009755889330703118,0.14201090718557172
alanine,Ultisols,0.5280855217350484,0.061678710178028846,0.04043373981343724
glucose,Ultisols,0.6473842303082535,0.12687621333094506,0.008704295347068186
salicylic acid,Ultisols,0.4932054196411054,0.025558682055677254,0.14350897335019291
sinapyl alcohol,Ultisols,0.5147560398725747,0.02555872799756671,0.09191495588480718
oxalic acid,Ultisols,0.455827636624641,0.02555992655865756,0.10596194732596367
alanine,Ultisols,0.5316569746780204,0.09465353472874696,0.026355771604411483
glucose,Ultisols,0.6436617760114292,0.06946466376119106,0.015924487779211023
salicylic acid,Ultisols,0.500965823186902,0.05634581474576174,0.06475378328114738
sinapyl alcohol,Ultisols,0.5220581615652851,0.05634453572903482,0.041524061617253326
oxalic acid,Ultisols,0.4641471306742033,0.056342557131042185,0.0477650923587347
alanine,Ultisols,0.4751999671744023,0.4546177222637059,0.005298518386357741
glucose,Ultisols,0.5388292948978055,0.18645386468051672,0.005752957911298041
salicylic acid,Ultisols,0.38455688727440385,0.07326202596489505,0.04842543040324063
sinapyl alcohol,Ultisols,0.3985357168946557,0.07326205547153458,0.031107738697423726
oxalic acid,Ultisols,0.3600511788117789,0.07326015021131052,0.03560725611278895
alanine,Ultisols,NaN,0.026962980619317452,0.07947010838504852
glucose,Ultisols,NaN,0.025358645788320484,0.038520459621130716
salicylic acid,Ultisols,NaN,0.004369519959591638,0.17752879104064087
sinapyl alcohol,Ultisols,NaN,0.004370168991620321,0.10324771001918895
oxalic acid,Ultisols,NaN,0.004368259168344471,0.14200905859869312
alanine,Ultisols,0.426145518818407,0.05464866453218413,0.043151280400007146
glucose,Ultisols,0.4752031366796452,0.01778325212409156,0.05466283460184333
salicylic acid,Ultisols,0.34252991624966284,0.0400149659995025,0.08732758273797354
sinapyl alcohol,Ultisols,0.35501296458409404,0.04001424238614579,0.05619731670139187
oxalic acid,Ultisols,0.3211241358357415,0.040012792275458064,0.06413731767331092
alanine,Alfisols,0.4211112533942103,0.07541080002551578,0.03786984260711457
glucose,Alfisols,0.47749392287750325,0.02417917799107991,0.03969963230101678
salicylic acid,Alfisols,NaN,0.006470841636532953,0.21304841508149752
sinapyl alcohol,Alfisols,NaN,0.00651605475356394,0.2542951940816338
oxalic acid,Alfisols,NaN,0.00660893253829583,0.3355001653379562
alanine,Alfisols,0.4196821356475945,0.16306793888036472,0.017799111432947875
glucose,Alfisols,0.47193778722077057,0.09850420277594624,0.00968534105674046
salicylic acid,Alfisols,0.3155059142847825,0.02458782053235283,0.1745327723369186
sinapyl alcohol,Alfisols,0.32589627159296936,0.02458876930838022,0.2259057340318717
oxalic acid,Alfisols,0.2950974152562861,0.02452210613966259,0.24908881139837874
alanine,Alfisols,0.4701167455276589,0.14672223625763228,0.020507820340214696
glucose,Alfisols,0.5446659274990456,0.056080155992331855,0.01757404454477833
salicylic acid,Alfisols,0.3277019421098575,0.005181377023786479,0.21304734854564183
sinapyl alcohol,Alfisols,0.33931800630728404,0.005199903773514324,0.2542950540396742
oxalic acid,Alfisols,0.30681684880774995,0.005240783468534367,0.33549142725027303
alanine,Alfisols,0.491586599681607,0.11567808768227633,0.02623394060712651
glucose,Alfisols,0.5769246976704676,0.02232927617970344,0.04488819758154948
salicylic acid,Alfisols,0.4380572763311773,0.03964645973203904,0.11115302998658032
sinapyl alcohol,Alfisols,0.45700798252881714,0.03964726392018014,0.14362950599294502
oxalic acid,Alfisols,0.405029186232715,0.039645049094072085,0.15931099529271955
alanine,Alfisols,0.4751701596562018,0.10466523861001309,0.02847932998455774
glucose,Alfisols,0.5558516620451475,0.030736806947066354,0.03220822029894804
salicylic acid,Alfisols,0.413060361559469,0.030283078094736324,0.1449394261064927
sinapyl alcohol,Alfisols,0.4308149133638002,0.030282041916105427,0.1872662854948251
oxalic acid,Alfisols,0.3819305413481268,0.030279926237186564,0.2073820625398372
alanine,Alfisols,0.4917857095582816,0.1331157031161158,0.02277455072476559
glucose,Alfisols,0.5770574339849444,0.02662879938950162,0.0375040986293509
salicylic acid,Alfisols,0.4362047976118991,0.035523948313046755,0.12412846579657501
sinapyl alcohol,Alfisols,0.4529402943553933,0.03548917246695466,0.16035672242185223
oxalic acid,Alfisols,0.40334219919959335,0.035519413408435396,0.17784723521703388
alanine,Alfisols,0.423648372997427,0.09009224000430016,0.03243826342131783
glucose,Alfisols,0.49033687304442874,0.09333693175543567,0.010267071286767062
salicylic acid,Alfisols,0.3288873625376453,0.015863328858295223,0.21280225370713426
sinapyl alcohol,Alfisols,0.34033386939654203,0.01586333607985209,0.2542648927129595
oxalic acid,Alfisols,0.3080658447099177,0.015863164803896303,0.3333783296054369
alanine,Alfisols,0.4582512391172116,0.06559712540446241,0.04558272040582965
glucose,Alfisols,0.5483822006506753,0.06979734583412839,0.014001980494328888
salicylic acid,Alfisols,0.4000228736808319,0.03125939707533272,0.13984925210178656
sinapyl alcohol,Alfisols,0.41744660054211336,0.03126108286180165,0.1806720151450902
oxalic acid,Alfisols,0.3701847971311005,0.0312602468038253,0.1998005498727334
alanine,Alfisols,0.46869413944872856,0.11311337681770212,0.026637568510127222
glucose,Alfisols,0.5577176004237874,0.14695450656813064,0.006692960553435937
salicylic acid,Alfisols,0.2615335099138415,0.007214883644704819,0.21304813377708096
sinapyl alcohol,Alfisols,0.26950473786683293,0.007295967781308933,0.2542951521878572
oxalic acid,Alfisols,NaN,0.0074755859498477776,0.33549803480884727
alanine,Alfisols,0.4894728449671132,0.1077066729518901,0.028260753541061317
glucose,Alfisols,0.5898126480363421,0.14349014808057317,0.006911793245770056
salicylic acid,Alfisols,0.2579305245199402,0.0074506675462336445,0.21304824343351067
sinapyl alcohol,Alfisols,0.2661211493348077,0.007568201745304922,0.2542951661731445
oxalic acid,Alfisols,NaN,0.007761834780653434,0.33549894745229525
alanine,Alfisols,0.4968474718757252,0.10596987497955172,0.028820427841905156
glucose,Alfisols,0.5786680895856654,0.019802784731680678,0.04896984071829815
salicylic acid,Alfisols,0.4486934854753647,0.07508390261798643,0.05880845729952398
sinapyl alcohol,Alfisols,0.4666488641444281,0.07508636495671427,0.07589400763350461
oxalic acid,Alfisols,0.4168527303267404,0.07508176440132858,0.08433173288635955
alanine,Alfisols,0.49453991155393007,0.10101893833553978,0.030121603735156377
glucose,Alfisols,0.5967881490072275,0.0938324372241137,0.010571282115723732
salicylic acid,Alfisols,0.3978126369953297,0.0065716433163927205,0.21304584135241136
sinapyl alcohol,Alfisols,0.41461558349341543,0.006575385058089172,0.25429487137012036
oxalic acid,Alfisols,0.3684405259052775,0.006582521337569022,0.33547853782164067
alanine,Alfisols,0.43504082087303186,0.06877483212756208,0.04296091664851098
glucose,Alfisols,0.5073564664904697,0.06878300734350465,0.014086156712223012
salicylic acid,Alfisols,0.35741157140276825,0.03897379493432076,0.11064851687908442
sinapyl alcohol,Alfisols,0.3710268984582437,0.03897540495702205,0.1432133671544743
oxalic acid,Alfisols,0.33308050683402723,0.03889277596491526,0.15811088347159577
alanine,Alfisols,0.45148597072612223,0.11020945088652068,0.027037971745780168
glucose,Alfisols,0.5252912638359237,0.07996971147914952,0.01220208582135507
salicylic acid,Alfisols,0.36409929764692156,0.014148697809171985,0.21295382543742034
sinapyl alcohol,Alfisols,0.37734569167179477,0.014148695203228815,0.25428335027473237
oxalic acid,Alfisols,0.33942617282797116,0.014148683738695465,0.33470019038504
alanine,Alfisols,0.47965165286702754,0.12601232272865295,0.024027155092420947
glucose,Alfisols,0.5640087453283067,0.07499353723214636,0.01320243645063514
salicylic acid,Alfisols,0.3804362428642085,0.008064092043222029,0.21304282614247916
sinapyl alcohol,Alfisols,0.3948163876950319,0.008064906129632753,0.2542944832029135
oxalic acid,Alfisols,0.35312575325043877,0.008066683445652909,0.3354535390769571
alanine,Alfisols,0.45960231777108385,0.12805153513992457,0.023382444780915515
glucose,Alfisols,0.5391973402777702,0.1162541390026012,0.008417968301521642
salicylic acid,Alfisols,0.3762134360145486,0.015636060742989864,0.21286715007035617
sinapyl alcohol,Alfisols,0.3900063495364974,0.015636056060366763,0.25427251925035116
oxalic acid,Alfisols,0.35067070815608353,0.01563601119111527,0.33395764561629454
alanine,Alfisols,0.4863594220952515,0.1832632653440764,0.016550704567492316
glucose,Alfisols,0.573742785158619,0.11447284214226312,0.008640179053470611
salicylic acid,Alfisols,0.4187621364234244,0.02010340226556148,0.21139057601372963
sinapyl alcohol,Alfisols,0.4349400421043096,0.020103414666392393,0.2541124670949206
oxalic acid,Alfisols,0.389390340318733,0.020102171190606175,0.3169212215329053
alanine,Alfisols,0.5093859439570927,0.13941827343970142,0.022026923535586895
glucose,Alfisols,0.5999129145270723,0.04065221662601425,0.024679764453117363
salicylic acid,Alfisols,0.4573569109217541,0.04065378432771846,0.1093886596721778
sinapyl alcohol,Alfisols,0.4755521067381362,0.040645213643262124,0.14113760537026446
oxalic acid,Alfisols,0.4244918513518574,0.04065460894486815,0.15692945600856564
alanine,Alfisols,0.515371235004668,0.1061404779742875,0.028976053016981966
glucose,Alfisols,0.6266360994928029,0.125053892512866,0.008002079075800092
salicylic acid,Alfisols,0.4411121559341685,0.008346082982939207,0.21304281350588153
sinapyl alcohol,Alfisols,0.4596027572055045,0.008346529318818602,0.25429448284038486
oxalic acid,Alfisols,0.40830566654149925,0.008347437643324448,0.3354533872587235
alanine,Alfisols,0.4756261708102251,0.09872349214601109,0.030534610349359698
glucose,Alfisols,0.5688347828245004,0.09418326255138473,0.010451089727878223
salicylic acid,Alfisols,0.38063348216315684,0.007656066922516102,0.21304366694871205
sinapyl alcohol,Alfisols,0.39605389502512256,0.007656948173871804,0.25429460322043074
oxalic acid,Alfisols,0.3515649243675126,0.00765867503953716,0.3354600990101244
alanine,Alfisols,0.4768472051421766,0.09477698471294425,0.03183532552072563
glucose,Alfisols,0.5711143577313977,0.09481452816681467,0.010388751781055543
salicylic acid,Alfisols,0.36373775957070315,0.006016221778068109,0.21304641825088513
sinapyl alcohol,Alfisols,0.37835936963391525,0.006021916704725268,0.2542949437139789
oxalic acid,Alfisols,0.33819231349318013,0.00603307963770352,0.33548338740542777
alanine,Alfisols,0.45841950068411313,0.07926375812489944,0.03761680986616287
glucose,Alfisols,0.549413649098313,0.0869034911644202,0.011216567733969897
salicylic acid,Alfisols,NaN,0.00953149991825248,0.21304828811211346
sinapyl alcohol,Alfisols,NaN,0.009603705308942695,0.25429517609151653
oxalic acid,Alfisols,NaN,0.009750965200881761,0.33549917156744324
alanine,Alfisols,0.49476930018565257,0.21394690628079777,0.014231539724623066
glucose,Alfisols,0.5876739853949053,0.16591068727204672,0.005984415496119228
salicylic acid,Alfisols,0.4193417630092555,0.015155318615149698,0.21292068468493833
sinapyl alcohol,Alfisols,0.4355535468399919,0.015155309727271724,0.2542790777172555
oxalic acid,Alfisols,0.39042970378733943,0.015155326805989217,0.334421900374631
alanine,Alfisols,NaN,0.03767173911796989,0.07339609340809353
glucose,Alfisols,0.41105691173670933,0.03719440762138204,0.02462850951957265
salicylic acid,Alfisols,NaN,0.0031378977582184873,0.21304839759706093
sinapyl alcohol,Alfisols,NaN,0.003159815147152697,0.2542951926163513
oxalic acid,Alfisols,NaN,0.0032101187848075424,0.33549999319046786
alanine,Alfisols,0.4261931676790357,0.05495739337723434,0.05350310008408662
glucose,Alfisols,0.49186719556489167,0.0410324666370131,0.023548083082890185
salicylic acid,Alfisols,0.3199290423137973,0.00896589763010112,0.21303773670290227
sinapyl alcohol,Alfisols,0.33112238248113174,0.008965971831551078,0.25429388146751264
oxalic acid,Alfisols,0.3000733643640139,0.008966108835333882,0.3354094535068311
alanine,Alfisols,0.4587371767718952,0.08544633621344683,0.03506599428270269
glucose,Alfisols,0.5333402199619731,0.03936704966518234,0.02499104515402315
salicylic acid,Alfisols,0.37059546547805944,0.01090153378102079,0.2130271324873448
sinapyl alcohol,Alfisols,0.3844425602304319,0.01090153551708442,0.25429253117316697
oxalic acid,Alfisols,0.34578820406340405,0.010901523462636138,0.33532088061365917
alanine,Alfisols,0.44896348398948566,0.059467762458657404,0.05035237826725787
glucose,Alfisols,0.525809599462185,0.0628824693560259,0.015559407118779093
salicylic acid,Alfisols,0.3505278832843378,0.011327423550912446,0.21302212009517302
sinapyl alcohol,Alfisols,0.36275439377900204,0.011327422307219734,0.25429187733194253
oxalic acid,Alfisols,0.3287504159649106,0.011327422364109413,0.33527953314439024
alanine,Alfisols,0.49657823487874764,0.1224958437307039,0.02491191757309124
glucose,Alfisols,0.5889032032436547,0.07182594472856335,0.013856583064818524
salicylic acid,Alfisols,0.261746202742133,0.007269444937293453,0.2130482460997124
sinapyl alcohol,Alfisols,0.2702109220565971,0.007331011648005682,0.25429516616173975
oxalic acid,Alfisols,NaN,0.007452772124596714,0.3354989819370142
alanine,Alfisols,NaN,0.01421259268925105,0.17596626896223724
glucose,Alfisols,NaN,0.06977562141101269,0.012193838320813964
salicylic acid,Alfisols,NaN,0.0036738042186642726,0.21304705599072116
sinapyl alcohol,Alfisols,NaN,0.003674338850343552,0.2542950442806029
oxalic acid,Alfisols,NaN,0.0036726492895322563,0.33548803124205356
alanine,Alfisols,0.47216042842710104,0.371743307327341,0.00804331302316387
glucose,Alfisols,0.5343775445997561,0.08520180863284872,0.011483067105556173
salicylic acid,Alfisols,0.38734219832373795,0.05745568163748099,0.07570400602668403
sinapyl alcohol,Alfisols,0.4023381840786652,0.05745679107900851,0.09782909844259308
oxalic acid,Alfisols,0.3612735772740696,0.057454686665097406,0.10840315163400402
alanine,Alfisols,0.4439094678173515,0.07425259256114902,0.039700412043699965
glucose,Alfisols,0.5051617413998838,0.015718365500153465,0.049546763961059385
salicylic acid,Alfisols,0.37323839981449125,0.03767567373958778,0.11433817395095226
sinapyl alcohol,Alfisols,0.389413201368761,0.03767508704243977,0.14800070433206022
oxalic acid,Alfisols,0.34597224911098656,0.037673494488644876,0.16328446059983892
alanine,Alfisols,0.44537716908743,0.09710686216286667,0.030179307204319016
glucose,Alfisols,0.49715962725781065,0.020751163915600335,0.047348237550933876
salicylic acid,Alfisols,0.33278761155339764,0.009448278028136088,0.21303596236294234
sinapyl alcohol,Alfisols,0.3445404256203116,0.009448346462501476,0.2542936532197007
oxalic acid,Alfisols,0.31052871551467265,0.009448436615540895,0.3353947210672067
alanine,Alfisols,0.4506571294833571,0.0672028108570313,0.04420002122396667
glucose,Alfisols,0.5381385673960813,0.07061302881865983,0.013779114967893922
salicylic acid,Alfisols,0.2629710040607804,0.005355834440804896,0.21304801787942598
sinapyl alcohol,Alfisols,0.27197998189974937,0.005386966000840255,0.25429514472955467
oxalic acid,Alfisols,NaN,0.005449380104081755,0.3354968137040777
alanine,Alfisols,0.4636709822834192,0.07439637712187708,0.0402535645287364
glucose,Alfisols,0.5587256362011048,0.09635521933919394,0.010129044971503558
salicylic acid,Alfisols,NaN,0.009872917217063714,0.21304832848244973
sinapyl alcohol,Alfisols,NaN,0.009948617291861764,0.25429518051373434
oxalic acid,Alfisols,NaN,0.010103964202325112,0.33549953297140367
alanine,Alfisols,0.5280815890567278,0.061674601990493905,0.05030553305694024
glucose,Alfisols,0.6473844442016127,0.12687795917730235,0.007952018030426807
salicylic acid,Alfisols,0.49318768733785723,0.02556081034604055,0.17597638672887214
sinapyl alcohol,Alfisols,0.5140861948964739,0.025559299264905286,0.22569370564669697
oxalic acid,Alfisols,0.4565002861617651,0.025559858220454076,0.25277775414928294
alanine,Alfisols,0.531654911089975,0.09464968293377618,0.03279867374260651
glucose,Alfisols,0.6439453948861299,0.06946374557345666,0.014520330374369566
salicylic acid,Alfisols,0.5012602319461087,0.05634439073873557,0.07941433569270558
sinapyl alcohol,Alfisols,0.5222814464360996,0.05634436879504815,0.1023926510029495
oxalic acid,Alfisols,0.46410618963734307,0.056342424787557965,0.11400556662255583
alanine,Alfisols,0.4750039439949661,0.4545907505361314,0.006593732538136396
glucose,Alfisols,0.5388973610770686,0.1864528647087095,0.005250063691034554
salicylic acid,Alfisols,0.3847241838051271,0.07326388036111718,0.05938740950430427
sinapyl alcohol,Alfisols,0.3986643465199221,0.0732638899229961,0.07675151118402876
oxalic acid,Alfisols,0.36003806836715024,0.07326226561678284,0.08503386969546575
alanine,Alfisols,NaN,0.026620688407759958,0.09920463339526277
glucose,Alfisols,NaN,0.025356795726373213,0.035231115049443554
salicylic acid,Alfisols,NaN,0.004379579467359173,0.21304797855158214
sinapyl alcohol,Alfisols,NaN,0.004398533869497432,0.25429514662974834
oxalic acid,Alfisols,NaN,0.004442483394290018,0.3354962452485955
alanine,Alfisols,0.42614403413714796,0.054648650307455325,0.05377177544011581
glucose,Alfisols,0.4752040837544965,0.017783251540147666,0.049334231969807005
salicylic acid,Alfisols,0.3427855344485091,0.040013472644853734,0.10713445109714569
sinapyl alcohol,Alfisols,0.355209175750264,0.040013689458765746,0.13870587174461602
oxalic acid,Alfisols,0.32109908519402397,0.04001118417974991,0.15311917292873536
