BGE,rate,JV,JE,ontology,response,species,phylum,monomer,class
0.35392596334860776,0.10091427108263931,1.8586391792190072e-5,1.385216735652013e-5,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,glycine ,Alphaproteobacteria
0.5932486274424469,0.10102949478021991,1.2933294892201525e-5,4.790672402157984e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,glycine betaine,Alphaproteobacteria
NaN,0.005685085054534694,2.573198727461514e-6,2.7820115067195687e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,guanine,Alphaproteobacteria
NaN,0.005685049445217152,2.573206113022685e-6,2.781994232533279e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,guanosine,Alphaproteobacteria
0.5967101993060357,0.09383378846897164,1.327201866075276e-5,4.71299975270189e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,fructose,Alphaproteobacteria
0.5967101993060357,0.09383378846897164,1.327201866075276e-5,4.71299975270189e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,glucose,Alphaproteobacteria
0.5812638210644077,0.1010301922387143,1.2923939301545049e-5,4.783156210686362e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,histidine,Alphaproteobacteria
0.5506282484988589,0.1010260302861932,1.2016664456584694e-5,4.065490931031823e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,homoserine ,Alphaproteobacteria
NaN,0.005685076942681519,2.5732008307363296e-6,2.7820075755002845e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,hypoxanthine,Alphaproteobacteria
NaN,0.010137754296019293,2.653048312260082e-6,4.9499423959882576e-8,Auxins,positive,Dongia sp. URHE0060,Proteobacteria,indole-3-acetic acid,Alphaproteobacteria
NaN,0.005685044972361737,2.57320628759275e-6,2.781992064799839e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,inosine ,Alphaproteobacteria
0.6070913157168525,0.10103160465491401,1.3823765044228771e-5,5.500660901054387e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,isoleucine ,Alphaproteobacteria
0.5680838820303509,0.006613300696941748,2.8310530662777037e-6,1.3728006741040906e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,jasmonic acid,Alphaproteobacteria
0.5541901349151515,0.1010260520072795,1.2019948801824903e-5,4.06770913016527e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-aspartic acid,Alphaproteobacteria
0.6120993851225397,0.10103096595721654,1.3827303090306879e-5,5.503970397684818e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-carnitine,Alphaproteobacteria
0.576399664594077,0.1010300031831797,1.2039385273173092e-5,4.0808995237012554e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-citrulline,Alphaproteobacteria
0.5791389001415295,0.10102970414951137,1.292221848255333e-5,4.781767508153989e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-glutamate ,Alphaproteobacteria
0.5769802892273115,0.10102963877613282,1.2920476163499992e-5,4.780372308330369e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-hydroxyproline,Alphaproteobacteria
0.5791389142367551,0.10102985323784561,1.2922225709501124e-5,4.7817767231881125e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-pyroglutamic acid,Alphaproteobacteria
0.6139034526965139,0.10103114001088669,1.3828568139878112e-5,5.505156815892402e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,L-tyrosine ,Alphaproteobacteria
0.4832557701524462,0.006613221856987848,2.8310601718382123e-6,1.3409389083477946e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,lactic acid,Alphaproteobacteria
0.6070913157182392,0.10103160473005664,1.3823765038686104e-5,5.500660896100927e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,leucine,Alphaproteobacteria
0.5409748125863127,0.005213584097119899,2.7854646895050802e-6,6.998834309302226e-8,Fatty acids,positive,Dongia sp. URHE0060,Proteobacteria,linoleic acid,Alphaproteobacteria
0.5985615622623099,0.10103103060695569,1.293731584416979e-5,4.793909128880698e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,lysine,Alphaproteobacteria
0.5131817486143038,0.006613248657371488,2.8310577004952536e-6,1.3585410957149627e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,malic acid,Alphaproteobacteria
0.4828752399697706,0.006613219106512318,2.8310601709674684e-6,1.3406679551031925e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,malonic acid ,Alphaproteobacteria
0.6161358662631204,0.10103164732454926,1.3830102719162601e-5,5.506584708946618e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,methionine ,Alphaproteobacteria
0.6079686777661957,0.09383333098347321,1.3280016138200646e-5,4.719467144194413e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,N-acetyl-D-glucosamine ,Alphaproteobacteria
0.5362046903960724,0.006613275858486128,2.8310557576354727e-6,1.364552933327027e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,nicotinic acid,Alphaproteobacteria
0.579274720429181,0.10102983896188464,1.2922333117131882e-5,4.78186232852206e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,ornithine,Alphaproteobacteria
0.5568987875812031,0.006613289395617247,2.831053941422653e-6,1.3699163991064457e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,pantothenic acid ,Alphaproteobacteria
0.5849994314411607,0.09383161633176235,1.2367692954690254e-5,4.090277620130168e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,arabinose,Alphaproteobacteria
0.5849994314411607,0.09383161633176235,1.2367692954690254e-5,4.090277620130168e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,D-ribose,Alphaproteobacteria
0.5849994314024962,0.09383161637999717,1.2367692835373042e-5,4.090277524031598e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,xylose,Alphaproteobacteria
0.6172809426902452,0.10103066672994335,1.4620429463037434e-5,6.3804075840592986e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,phenylalanine ,Alphaproteobacteria
0.5852205149787089,0.10103041970670953,1.2927074632077467e-5,4.785673019027576e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,proline ,Alphaproteobacteria
0.5469657383447576,0.006613285764457131,2.831054822524385e-6,1.367347145876011e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,salicylic acid,Alphaproteobacteria
0.5068238168222685,0.10102277138905974,1.0167227357907057e-5,2.982711237875157e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,serine ,Alphaproteobacteria
0.5469657098436425,0.0066132827982401665,2.8310547754279217e-6,1.3673466021081496e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,shikimic acid ,Alphaproteobacteria
0.5637512397285683,0.006613296745178096,2.831053400067756e-6,1.3716849198880814e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,sinapyl alcohol,Alphaproteobacteria
0.5524855778796594,0.006613290386708718,2.8310543814819053e-6,1.3687764080138481e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,stachyhydrine,Alphaproteobacteria
0.5132588905520836,0.006613250717850978,2.831057711606259e-6,1.358561818224516e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,succinic acid,Alphaproteobacteria
0.5967101993060357,0.09383378846897164,1.327201866075276e-5,4.71299975270189e-6,Sugars,positive,Dongia sp. URHE0060,Proteobacteria,inositol,Alphaproteobacteria
0.5558462849518461,0.00661328974500071,2.8310540527698577e-6,1.3696446348141604e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,syringic acid,Alphaproteobacteria
0.5051685179024252,0.00661323208233903,2.831058262685398e-6,1.3549585949293768e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,taurine,Alphaproteobacteria
0.5650311028700288,0.006613294606437652,2.8310532502200053e-6,1.3720140186510607e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,thiamine,Alphaproteobacteria
0.513258873484688,0.006613248711333609,2.831057679772015e-6,1.358561468433636e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,threonic acid ,Alphaproteobacteria
0.5506282485198145,0.10102603021728332,1.2016664331562376e-5,4.065490846697153e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,threonine ,Alphaproteobacteria
NaN,0.005685045399364055,2.5732065278661215e-6,2.7819922736522162e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,thymidine,Alphaproteobacteria
0.5580763947995078,0.00661329579080894,2.8310539190710865e-6,1.3702213466351638e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,trans-cinnamic acid,Alphaproteobacteria
0.5588674231704147,0.006613293117560855,2.831053808780516e-6,1.3704250406143908e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,trans-ferulic acid,Alphaproteobacteria
0.5438468659555525,0.006613282534489255,2.8310551008174453e-6,1.3665381371205172e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,trigonelline,Alphaproteobacteria
0.6184203058868785,0.10103067621798012,1.462116928397073e-5,6.381228929931036e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,tryptophan,Alphaproteobacteria
NaN,0.005685076299462161,2.5732002067080995e-6,2.7820072658380575e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,uracil,Alphaproteobacteria
NaN,0.00568504597812378,2.573206233487336e-6,2.7819925540705156e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,uridine,Alphaproteobacteria
0.5932486274424469,0.10102949478021991,1.2933294892201525e-5,4.790672402157984e-6,Amino acids,positive,Dongia sp. URHE0060,Proteobacteria,valine ,Alphaproteobacteria
0.5520045373780444,0.006613288203075884,2.8310543882132338e-6,1.3686514540419748e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,vanillic acid,Alphaproteobacteria
0.5527064832716281,0.006613290040119476,2.8310543565642666e-6,1.368833128920244e-7,Organic acids,positive,Dongia sp. URHE0060,Proteobacteria,vanillin,Alphaproteobacteria
NaN,0.005685072147482385,2.573201158612314e-6,2.7820052489311035e-8,Nucleotides,positive,Dongia sp. URHE0060,Proteobacteria,xanthine,Alphaproteobacteria
0.5409748125863127,0.005213584097119899,2.7854646895050802e-6,6.998834309302226e-8,Fatty acids,positive,Dongia sp. URHE0060,Proteobacteria,linoleic acid,Alphaproteobacteria
0.48590935617691894,0.06877989968256895,8.761001039591252e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,2-aminoisobutyric acid ,Flavobacteria
0.5070217351519716,0.038974683682409035,9.233075783404e-6,1.701820223517425e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,"2,3-Dihydroxybenzoic acid",Flavobacteria
0.5070217319402319,0.03897467033112116,9.233074429889057e-6,1.7018202193766899e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,3-Dehydroshikimic acid,Flavobacteria
0.5041718795072194,0.06878103474444508,9.661638960648847e-6,2.010472382272423e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,5-aminovaleric acid,Flavobacteria
0.5264457930949943,0.038974749803346496,1.1063485835487657e-5,1.8181818181818183e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,abscisic acid,Flavobacteria
0.4283140757709146,0.007960812550530848,2.5695149109435725e-6,1.5505330978017554e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,adenine,Flavobacteria
0.47985685948902895,0.007960823584916196,2.56950222232691e-6,1.5777957074784055e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,adenosine,Flavobacteria
0.4349583075870894,0.06877428120457361,7.140805921802308e-6,1.7163393360585323e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,alpha-alanine ,Flavobacteria
0.49297393844206094,0.03897401190748828,8.404250948507017e-6,1.6139048900268277e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,alpha-ketoglutaric acid ,Flavobacteria
0.48355438820104635,0.06878139720134914,8.758251177902613e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,arginine,Flavobacteria
0.46611141310727056,0.06877911542474288,7.958867939055966e-6,1.7662285583481494e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,asparagine ,Flavobacteria
0.5149256033362817,0.06878345030079364,1.0554354600209358e-5,2.207410336964581e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,betonicine,Flavobacteria
0.5211094924481625,0.03897557143650525,1.0152129144577892e-5,1.7598684889332096e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,biotin ,Flavobacteria
0.5145000745755983,0.03897367135781688,9.2400247153453e-6,1.701675507177272e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,caffeic acid,Flavobacteria
0.5140926121100752,0.06878208873030348,1.0553454077450833e-5,2.207055210364682e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,choline,Flavobacteria
0.5010938703760288,0.03897494394526377,8.411712729561641e-6,1.6136843424916142e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,cis-aconitic acid,Flavobacteria
0.47942684808251995,0.007960824945291541,2.569502334769671e-6,1.577571745552765e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,cytidine,Flavobacteria
0.5091212918450054,0.06878311485017435,1.0547987478836386e-5,2.2048997952892745e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,rhamnose,Flavobacteria
0.4798568594892627,0.007960823584932056,2.5695022223271766e-6,1.5777957074956566e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,deoxyguanosine,Flavobacteria
0.5262983147655831,0.06878276203610682,1.148479847915386e-5,2.6406163929653888e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,maltose,Flavobacteria
0.5262983147655831,0.06878276203610682,1.148479847915386e-5,2.6406163929653888e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,sucrose,Flavobacteria
0.47989032129356707,0.03897317726710835,7.578115878114261e-6,1.5261319163308776e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,fumaric acid ,Flavobacteria
0.48590935617691894,0.06877989968256895,8.761001039591252e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,gamma-amino-n-butyric acid ,Flavobacteria
NaN,0.06873876161422403,4.71443732920702e-6,1.4814811470867468e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,glycine ,Flavobacteria
0.5041718795072194,0.06878103474444508,9.661638960648847e-6,2.010472382272423e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,glycine betaine,Flavobacteria
0.4286550139889361,0.007960810180537688,2.5695148112509523e-6,1.5507151748978767e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,guanine,Flavobacteria
0.479728326403172,0.007960822430082665,2.5695022261871663e-6,1.577728457987724e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,guanosine,Flavobacteria
0.5072562456901365,0.06878336407119603,9.664948126804033e-6,2.0111619322829656e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,fructose,Flavobacteria
0.5072562456901365,0.06878336407119603,9.664948126804033e-6,2.0111619322829656e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,glucose,Flavobacteria
0.49577228974043974,0.06878229321548762,9.652265863758716e-6,2.008521255378009e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,histidine,Flavobacteria
0.47427685774073025,0.06878084971014291,8.746839028352721e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,homoserine ,Flavobacteria
0.4400746127186852,0.007960816704797775,2.569512615092813e-6,1.5568146611216545e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,hypoxanthine,Flavobacteria
0.4854548980030188,0.007960832218907449,2.5695012918205634e-6,1.5798156071449244e-7,Auxins,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,indole-3-acetic acid,Flavobacteria
0.48274080813538456,0.00796082392780689,2.569501872635739e-6,1.5784118655608825e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,inosine ,Flavobacteria
0.5139351981805433,0.06878209166360122,1.0553284379436985e-5,2.206988472791489e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,isoleucine ,Flavobacteria
0.5244944957338207,0.0389737057049603,1.1061487732560829e-5,1.8181818181818183e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,jasmonic acid,Flavobacteria
0.47676852913756695,0.06878086540676918,8.749977494077828e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-aspartic acid,Flavobacteria
0.5174496789351781,0.06878213791983785,1.0557056168312213e-5,2.2084754411316254e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-carnitine,Flavobacteria
0.49246072647081307,0.06877995179997232,9.648418410978045e-6,2.0077212035780155e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-citrulline,Flavobacteria
0.494283526063776,0.06878214668478497,9.650540258463042e-6,2.008161139186424e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-glutamate ,Flavobacteria
0.4927713057254303,0.06878215946339394,9.648780471782173e-6,2.0077961748148596e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-hydroxyproline,Flavobacteria
0.49428353513178563,0.06878220376115621,9.65054349577444e-6,2.00816255631777e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-pyroglutamic acid,Flavobacteria
0.5187159077925442,0.06878410783718474,1.0558397712752532e-5,2.209005440905412e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,L-tyrosine ,Flavobacteria
0.4570812248705921,0.038972447700704474,6.871109457984151e-6,1.4625460323478177e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,lactic acid,Flavobacteria
0.5139351982208668,0.06878209165255394,1.055328437998931e-5,2.206988473115215e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,leucine,Flavobacteria
0.4985816146739157,0.007960828327717155,2.569497672532033e-6,1.5865677574089662e-7,Fatty acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,linoleic acid,Flavobacteria
0.5080517813176226,0.06878196894468631,1.0546792802375495e-5,2.2044302994164695e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,lysine,Flavobacteria
0.47989031449177816,0.03897367876036817,7.578112971783706e-6,1.5261318905269641e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,malic acid,Flavobacteria
0.45677055963338614,0.038970503508117774,6.870822328305359e-6,1.4624961321524955e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,malonic acid ,Flavobacteria
0.5204086174331652,0.06878364960446919,1.1478646504466787e-5,2.637698727534534e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,methionine ,Flavobacteria
0.5153331766730219,0.06878342424577648,1.0554790605408314e-5,2.2075809775081234e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,N-acetyl-D-glucosamine ,Flavobacteria
0.4985019733489874,0.038972807231588136,8.409361534602084e-6,1.6137527966029096e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,nicotinic acid,Flavobacteria
0.4943786801995078,0.06878219614064882,9.650655218565325e-6,2.0081856454338562e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,ornithine,Flavobacteria
0.5153271014392419,0.03897424143593897,9.240808359068186e-6,1.7016595650755485e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,pantothenic acid ,Flavobacteria
0.49911545839999183,0.06878063114261757,9.656051932169636e-6,2.0093073634611244e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,arabinose,Flavobacteria
0.49911545839999183,0.06878063114261757,9.656051932169636e-6,2.0093073634611244e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,D-ribose,Flavobacteria
0.49911545835788934,0.06878063115529484,9.656051814280362e-6,2.0093073362569143e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,xylose,Flavobacteria
0.5211287734523171,0.06878378041073455,1.1479419827204844e-5,2.6380691668400394e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,phenylalanine ,Flavobacteria
0.4985448332791333,0.06878073647074862,9.655418884953421e-6,2.0091769716784172e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,proline ,Flavobacteria
0.507253600433071,0.03897469761809587,9.233304381039317e-6,1.7018154214802477e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,salicylic acid,Flavobacteria
0.44371069556953135,0.06877572269841165,7.927759357866135e-6,1.766935010264842e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,serine ,Flavobacteria
0.5072535942385475,0.03897467030844263,9.233300259763243e-6,1.7018154129878816e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,shikimic acid ,Flavobacteria
0.5209013171722618,0.0389755931413375,1.0151925915441397e-5,1.7598703893576767e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,sinapyl alcohol,Flavobacteria
0.5118566235003511,0.03897513407035838,9.237503013350528e-6,1.7017272893285426e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,stachyhydrine,Flavobacteria
0.4799519782613947,0.038971782123384084,7.578170318108973e-6,1.526129579772706e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,succinic acid,Flavobacteria
0.5072562456901365,0.06878336407119603,9.664948126804033e-6,2.0111619322829656e-6,Sugars,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,inositol,Flavobacteria
0.5145000728071312,0.038973661571619696,9.240024314972305e-6,1.7016755039943645e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,syringic acid,Flavobacteria
0.4734718865701781,0.038972789467599064,7.57222686725567e-6,1.5263825057885678e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,taurine,Flavobacteria
0.5219038932140494,0.03897420152671231,1.0152908342360884e-5,1.759861281477032e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,thiamine,Flavobacteria
0.479951972142308,0.03897175189380553,7.5781679034574984e-6,1.526129572340356e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,threonic acid ,Flavobacteria
0.47427685774485673,0.06878084978307071,8.746839028471799e-6,1.8181818181818183e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,threonine ,Flavobacteria
0.48523349711069313,0.007960826596853286,2.569501246078915e-6,1.5797005391348746e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,thymidine,Flavobacteria
0.5162519189425133,0.03897543851568234,9.241689491236094e-6,1.7016419045308172e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,trans-cinnamic acid,Flavobacteria
0.5170701985510668,0.03897507641290112,1.0148130896639836e-5,1.7599059673787491e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,trans-ferulic acid,Flavobacteria
0.5045422936965515,0.03897502314582748,8.414818599665456e-6,1.6135960633744941e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,trigonelline,Flavobacteria
0.5219287957717504,0.06878377908495042,1.1480262797539835e-5,2.6384684336606022e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,tryptophan,Flavobacteria
0.436366767938824,0.007960815114356992,2.5695134121626876e-6,1.5548376628356682e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,uracil,Flavobacteria
0.4823411487595734,0.007960825253336943,2.5695020135320673e-6,1.5782052785737773e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,uridine,Flavobacteria
0.5041718795072194,0.06878103474444508,9.661638960648847e-6,2.010472382272423e-6,Amino acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,valine ,Flavobacteria
0.5114779296272354,0.0389736565609318,9.237138924140883e-6,1.7017348125270171e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,vanillic acid,Flavobacteria
0.5120305158955898,0.03897540633446248,9.23767024060732e-6,1.701723844213211e-6,Organic acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,vanillin,Flavobacteria
0.44179800974549027,0.007960815115819381,2.569512196317312e-6,1.5577321115021886e-7,Nucleotides,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,xanthine,Flavobacteria
0.4985816146739157,0.007960828327717155,2.569497672532033e-6,1.5865677574089662e-7,Fatty acids,undefined,Flavobacterium sp. URHB0058,Bacteroidetes,linoleic acid,Flavobacteria
0.5066393584595985,0.11021819755565458,1.0593006217380711e-5,2.840665258026823e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,2-aminoisobutyric acid ,Actinobacteria
0.5141643616006656,0.0141487703175814,3.3295746884933407e-6,4.6594167996659954e-7,Organic acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,"2,3-Dihydroxybenzoic acid",Actinobacteria
0.5141643589264346,0.014148766978278902,3.3295745090319387e-6,4.6594159777424155e-7,Organic acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,3-Dehydroshikimic acid,Actinobacteria
0.5261837665430137,0.1102203615705332,1.1527581760224538e-5,3.2979793376985065e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,5-aminovaleric acid,Actinobacteria
0.5330530907958932,0.014148760827409488,3.331369485113534e-6,4.6774703363857944e-7,Organic acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,abscisic acid,Actinobacteria
0.4437268199268234,0.008868061412481483,2.6820076298731994e-6,1.6450802260287767e-7,Nucleotides,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,adenine,Actinobacteria
0.5009849340002395,0.00886806682580592,2.6819832334613644e-6,1.7030970586907434e-7,Nucleotides,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,adenosine,Actinobacteria
0.451433803240487,0.11021298742533894,8.761565531937474e-6,2.087865764776011e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,alpha-alanine ,Actinobacteria
0.5002006505625166,0.014148762040596181,3.328170729402908e-6,4.645943718899168e-7,Organic acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,alpha-ketoglutaric acid ,Actinobacteria
0.5041038294043596,0.1102211643897191,1.0589195837626287e-5,2.838786796891529e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,arginine,Actinobacteria
0.48533196955712343,0.11021878411632288,9.653431344549751e-6,2.3852148806768816e-6,Amino acids,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,asparagine ,Actinobacteria
