Vmax,K,ontology,response
0.040303994205354715,0.00018836201690209517,Amino acids,undefined
0.08985930266042448,0.0003042015741430342,Amino acids,undefined
0.08579054100837565,0.0003088689849972476,Amino acids,undefined
0.08916060367482453,0.00030256163074486917,Amino acids,undefined
0.08579054100837565,0.00029361048723540754,Amino acids,undefined
0.03807962124003609,0.00017860720618081003,Amino acids,undefined
0.0034882947790830666,0.00010815305381060097,Organic acids,undefined
0.04661582164579968,0.00019533033924050972,Amino acids,undefined
0.0006285983619350123,0.0001514608152098791,Fatty acids,undefined
0.05765933690530645,0.00022405462711869493,Amino acids,undefined
0.0021746883532237932,0.00011941165771715735,Organic acids,undefined
0.003509049065841023,0.00011432829574666031,Organic acids,undefined
0.035362190842429156,0.00019741855597437102,Amino acids,undefined
0.06027324966192367,0.00023622787897627478,Sugars,undefined
0.0013282023668820969,0.00011219460855451025,Organic acids,undefined
0.08558025649352377,0.00029582208914937213,Amino acids,undefined
0.0006964651098355726,0.00013837051207358502,Organic acids,undefined
0.10305066048047694,0.00035009099376959884,Sugars,undefined
0.10305066048047694,0.00035009099376959884,Sugars,undefined
0.10305066048047694,0.00035009099376959884,Sugars,undefined
0.03412679038194306,0.000167308314088658,Amino acids,undefined
0.07657017794940246,0.0002622975388632239,Amino acids,undefined
0.0009865257498859283,0.00011631828019219611,Organic acids,undefined
0.2359181192630902,0.0008729673819263701,Amino acids,undefined
0.0009865257498859283,0.0001272658830338146,Organic acids,undefined
0.0005090564876305574,0.00013572053054678325,Organic acids,undefined
0.0008225304939868311,0.0001176907031452302,Organic acids,undefined
0.00217154837197706,0.00011370089200951318,Organic acids,undefined
0.08053736772258815,0.0002891013913501356,Sugars,undefined
0.0007261368307803309,0.00013303336780725073,Organic acids,undefined
0.002513752660810656,0.00012369718534336588,Organic acids,undefined
0.00047512277753567953,0.00014823351233001202,Organic acids,undefined
0.00217154837197706,0.00012013351128222266,Organic acids,undefined
0.13473272437900088,0.0004543663743415313,Amino acids,undefined
0.0028334796744679002,0.000146433001424738,Nucleotides,undefined
0.000663554079414671,0.00011887469864830295,Organic acids,undefined
0.000641612812909585,0.00013189472154496312,Organic acids,undefined
0.0010824598564120715,0.00011628860753061416,Organic acids,undefined
0.032763735796011606,0.0001713795332509118,Amino acids,undefined
0.013073778796147666,0.0001387979745675487,Nucleotides,undefined
0.0033042582526874482,0.00014812984580526016,Nucleotides,undefined
0.06498423004445335,0.00024053090941685503,Amino acids,undefined
0.0008365368524960783,0.00012515073165790457,Organic acids,undefined
0.0008161156909409834,0.00012033146636704277,Organic acids,undefined
0.011547574132867573,0.00014524316142318505,Nucleotides,undefined
0.10274513103304506,0.0004455889076618123,Amino acids,positive
0.03283370727445794,0.00019281490551659723,Organic acids,positive
0.03283370727445794,0.00020119816227818837,Organic acids,positive
0.063712136910906,0.0002865489983087749,Amino acids,positive
0.010941465698084707,0.0001616914006109493,Organic acids,positive
0.006979402517034639,0.00013459379756994533,Nucleotides,positive
0.0015396368368971144,0.0001512350873274734,Nucleotides,positive
0.2675436351933393,0.0012211929788895786,Amino acids,positive
0.05167095215220717,0.0002749939369769201,Organic acids,positive
0.1083867923469915,0.0004206840646062059,Amino acids,positive
0.15468483165380334,0.0006806619022236549,Amino acids,positive
0.04393892324060039,0.00022035129177284024,Amino acids,positive
0.016557093607612806,0.00017398273428879,Organic acids,positive
0.023950344705449312,0.00017136550847332842,Organic acids,positive
0.045421777330426495,0.00022485948792515305,Amino acids,positive
0.04027075748564489,0.0002352311847065306,Organic acids,positive
0.0015721111451617326,0.0001461258711936335,Nucleotides,positive
0.00935740975610289,0.0001475936385330436,Sugars,positive
0.0015396368368971144,0.0001512350873274734,Nucleotides,positive
0.004289353550739666,0.00017074294851248298,Sugars,positive
0.004289353550739666,0.00017074294851248298,Sugars,positive
0.0717282659118998,0.00035778756030687325,Organic acids,positive
0.10274513103304506,0.0004455889076618123,Amino acids,positive
1.8475012179832693,0.011000359758907296,Amino acids,positive
0.063712136910906,0.0002865489983087749,Amino acids,positive
0.006929121133839363,0.00014043915176550155,Nucleotides,positive
0.001549326748479705,0.0001546286050857268,Nucleotides,positive
0.009911877819743122,0.00015465542680450877,Sugars,positive
0.009911877819743122,0.00015465542680450877,Sugars,positive
0.0809082228380689,0.0003308571591369481,Amino acids,positive
0.13209527567137738,0.0005743211984687353,Amino acids,positive
0.005386241945501217,0.000130269916898069,Nucleotides,positive
0.0007523539635630953,0.00012703244010370076,Auxins,positive
0.0014512269571892947,0.00015106458798749595,Nucleotides,positive
0.04570329769053047,0.0002240406473809585,Amino acids,positive
0.013044501391952706,0.0001542345649300682,Organic acids,positive
0.12548344219284044,0.0005752137301186743,Amino acids,positive
0.039515026878234105,0.00021140896443691188,Amino acids,positive
0.08810026971009971,0.000366067168353251,Amino acids,positive
0.08411115574728364,0.0003751698992194039,Amino acids,positive
0.08741524804561893,0.00036845758576914243,Amino acids,positive
0.08411115574728364,0.0003566360568926968,Amino acids,positive
0.037334196932101736,0.00019632364115486188,Amino acids,positive
0.11505526073299083,0.0005834330925412612,Organic acids,positive
0.04570329769053047,0.0002240406473809585,Amino acids,positive
0.0009014439159367691,0.0001519449876112318,Fatty acids,positive
0.056530631579230314,0.0002610717619539345,Amino acids,positive
0.0717282659118998,0.00037845006378964106,Organic acids,positive
0.11573980433537859,0.0006194366840815626,Organic acids,positive
0.03466996135648968,0.00022487699983226336,Amino acids,positive
0.0074179365844893805,0.00015449909718988458,Sugars,positive
0.04380841623366606,0.0002142549700370448,Organic acids,positive
0.08390498763863144,0.00035926300296118297,Amino acids,positive
0.022971675239162673,0.00018296805900503942,Organic acids,positive
0.012682629005763262,0.00015774642943221958,Sugars,positive
0.012682629005763262,0.00015774642943221958,Sugars,positive
0.012682629005763262,0.00015774642943221958,Sugars,positive
0.03345874437008477,0.00018263640559321314,Amino acids,positive
0.07507128510205624,0.00031613171479054044,Amino acids,positive
0.03253881468204664,0.0001841889933177288,Organic acids,positive
0.23129992467359234,0.0011398532545222855,Amino acids,positive
0.03253881468204664,0.00020152442798292687,Organic acids,positive
0.01679033184447501,0.00016195674521237875,Organic acids,positive
0.027129719946250276,0.000175072210834473,Organic acids,positive
0.0716246991596844,0.00036001227608906285,Organic acids,positive
0.009911877819743122,0.00015465542680450877,Sugars,positive
0.023950344705449312,0.00017772359270997132,Organic acids,positive
0.0829117050376815,0.0007066036437349522,Organic acids,positive
0.015671088171028868,0.00017276518175326827,Organic acids,positive
0.0716246991596844,0.00038037994308492734,Organic acids,positive
0.13209527567137738,0.0005743211984687353,Amino acids,positive
0.001269800782259899,0.00014496223610240604,Nucleotides,positive
0.02188616285392109,0.0001553906920136291,Organic acids,positive
0.021162468814732608,0.00016718468332069228,Organic acids,positive
0.0357030322549816,0.0001906451486048067,Organic acids,positive
0.03212237214044541,0.0001844536621411062,Amino acids,positive
0.005858907227050683,0.00012618822123534683,Nucleotides,positive
0.0014807763584325595,0.0001462168433043365,Nucleotides,positive
0.063712136910906,0.0002865489983087749,Amino acids,positive
0.027591695017813694,0.00017951715897247738,Organic acids,positive
0.026918138963640547,0.0001713405140469943,Organic acids,positive
0.005174951067850174,0.00013522454427658645,Nucleotides,positive
0.10210350726006238,0.0005884265549671122,Amino acids,positive
0.0027773978284846993,0.00012856261900575673,Organic acids,positive
0.0027773978284846993,0.00013415229809296352,Organic acids,positive
0.0633142667514294,0.00036098649186225263,Amino acids,positive
0.0009255367606307562,0.00014936929228942153,Organic acids,positive
0.0012070123922254432,0.0001190099356899533,Nucleotides,positive
0.0002662635859052257,0.00014899781708979299,Nucleotides,positive
0.26587287615177424,0.0016894580881792493,Amino acids,positive
0.0043708372345427245,0.00013632208271225195,Organic acids,positive
0.10770993747369535,0.0005435922922713063,Amino acids,positive
0.15371885434362811,0.0009171463346657861,Amino acids,positive
0.043664533034203534,0.0002616031452355483,Amino acids,positive
0.0014005617899741387,0.00014687052575996492,Organic acids,positive
0.002025955668677172,0.00013261454965971935,Organic acids,positive
0.04513812698268445,0.0002755852898569171,Amino acids,positive
0.003406496666889426,0.00013880990801270912,Organic acids,positive
0.00027187966728306224,0.00014367979637585284,Nucleotides,positive
0.04995507822200648,0.00031211252920566613,Sugars,positive
0.0002662635859052257,0.00014899781708979299,Nucleotides,positive
0.022898964321754898,0.00022088173153987707,Sugars,positive
0.022898964321754898,0.00022088173153987707,Sugars,positive
0.006067482064069555,0.0001375596308651669,Organic acids,positive
0.10210350726006238,0.0005884265549671122,Amino acids,positive
1.835963924778677,0.015544248731251138,Amino acids,positive
0.0633142667514294,0.00036098649186225263,Amino acids,positive
0.0011983167692882644,0.0001242777437783747,Nucleotides,positive
0.00026793935160740576,0.00015232702130750676,Nucleotides,positive
0.052915138346838295,0.000335454107235361,Sugars,positive
0.052915138346838295,0.000335454107235361,Sugars,positive
0.08040296639739156,0.00041862265995890085,Amino acids,positive
0.13127036583557994,0.000768356558534397,Amino acids,positive
0.0009314924536701836,0.00011820654287218582,Nucleotides,positive
0.00043370501278305846,0.0001268129321772532,Auxins,positive
0.00025097405071334536,0.0001489557875212883,Nucleotides,positive
0.04541788930176199,0.0002704815889450976,Amino acids,positive
0.0011034321996242875,0.00013743212307842093,Organic acids,positive
0.12469982199773134,0.0007676359874936228,Amino acids,positive
0.03926826306198115,0.00024868902212421594,Amino acids,positive
0.08755010030660745,0.000466139115735092,Amino acids,positive
0.08358589760066502,0.00048241628849455723,Amino acids,positive
0.08686935647194224,0.00047504892507573584,Amino acids,positive
0.08358589760066502,0.00045858434609886804,Amino acids,positive
0.03710105198347007,0.00022498122007494486,Amino acids,positive
0.009732505338017006,0.0001560265584392303,Organic acids,positive
0.04541788930176199,0.0002704815889450976,Amino acids,positive
0.0003897375078942273,0.0001515676437792806,Fatty acids,positive
0.056177608552656966,0.0003209495796125071,Amino acids,positive
0.006067482064069555,0.00014550380407622518,Organic acids,positive
0.009790410767302898,0.0001652063187991157,Organic acids,positive
0.03445345405155899,0.0002692929629214928,Amino acids,positive
0.03960108747854818,0.0002644053777550089,Sugars,positive
0.003705746631035796,0.00012247483660886491,Organic acids,positive
0.0833810169725816,0.0004618831405332714,Amino acids,positive
0.0019431701815633444,0.000142862686571699,Organic acids,positive
0.06770695529608332,0.00041640531545957644,Sugars,positive
0.06770695529608332,0.00041640531545957644,Sugars,positive
0.06770695529608332,0.00041640531545957644,Sugars,positive
0.033249800884528335,0.00020743067106645356,Amino acids,positive
0.074602479225753,0.0004032122785435918,Amino acids,positive
0.0027524529132196334,0.00012315468953865487,Organic acids,positive
0.2298555007007235,0.0015715599137782067,Amino acids,positive
0.0027524529132196334,0.000134745719142293,Organic acids,positive
0.0014202913735744836,0.00013836322420500115,Organic acids,positive
0.0022948984906352625,0.00012347056690995993,Organic acids,positive
0.006058721369753139,0.00013851108436959835,Organic acids,positive
0.052915138346838295,0.000335454107235361,Sugars,positive
0.002025955668677172,0.0001375348774739492,Organic acids,positive
0.00701348731663815,0.00018241157004253398,Organic acids,positive
0.0013256147376956963,0.0001507045123594237,Organic acids,positive
0.006058721369753139,0.000146347338378276,Organic acids,positive
0.13127036583557994,0.000768356558534397,Amino acids,positive
0.00021959835044683013,0.00014318749506483233,Nucleotides,positive
0.001851346869734389,0.00012255284297362062,Organic acids,positive
0.001790129711521706,0.00013544937145815235,Organic acids,positive
0.0030201135505780992,0.0001237783144890448,Organic acids,positive
0.03192177404491837,0.00020560198464678208,Amino acids,positive
0.0010132348164028791,0.00011097230175958782,Nucleotides,positive
0.00025608430096706134,0.00014390846412798528,Nucleotides,positive
0.0633142667514294,0.00036098649186225263,Amino acids,positive
0.002333976884977057,0.00013062689559829925,Organic acids,positive
0.0022770008905641896,0.00012546945172559051,Organic acids,positive
0.0008949519751598033,0.0001231352933812651,Nucleotides,positive
0.09536331823822589,0.00046627277946725886,Amino acids,undefined
0.02465951279071872,0.00018243887259284218,Organic acids,undefined
0.02465951279071872,0.00019037099748818313,Organic acids,undefined
0.059134683335194144,0.00029732805833409187,Amino acids,undefined
0.008217506816265676,0.0001597015165371323,Organic acids,undefined
0.019289929226156566,0.0001792130885474805,Nucleotides,undefined
0.004255304883941185,0.00015764077883700903,Nucleotides,undefined
0.24832173134655322,0.0012890009810111003,Amino acids,undefined
0.03880708610986434,0.0002525999677723285,Organic acids,undefined
0.10059964951606648,0.0004384820196469093,Amino acids,undefined
0.1435713661495426,0.0007149064713333794,Amino acids,undefined
0.040782093301245666,0.00022632484331794512,Amino acids,undefined
0.01243508258696309,0.0001696044127751527,Organic acids,undefined
0.017987729094045782,0.00016510765764323778,Organic acids,undefined
0.042158410456590606,0.00023220493224028176,Amino acids,undefined
0.030245054297652,0.00021966021601646242,Organic acids,undefined
0.004345058570816811,0.0001531294063178444,Nucleotides,undefined
0.05060025595667246,0.00027646532740253444,Sugars,undefined
0.004255304883941185,0.00015764077883700903,Nucleotides,undefined
0.023194708066998374,0.00021001788903866832,Sugars,undefined
0.023194708066998374,0.00021001788903866832,Sugars,undefined
0.05387098313100158,0.0003222231878820566,Organic acids,undefined
0.09536331823822589,0.00046627277946725886,Amino acids,undefined
1.7147658952265474,0.011658346072566323,Amino acids,undefined
0.059134683335194144,0.00029732805833409187,Amino acids,undefined
0.019150959691033358,0.00018671205710420338,Nucleotides,undefined
0.00428208621775589,0.00016121843738149585,Nucleotides,undefined
0.0535985457260927,0.00029627947494414655,Sugars,undefined
0.0535985457260927,0.00029627947494414655,Sugars,undefined
0.07509530159745023,0.00034356620610173053,Amino acids,undefined
0.12260477635250917,0.0006024188505166129,Amino acids,undefined
0.014886693476996763,0.00016480944246475716,Nucleotides,undefined
0.003465639232663287,0.00013227968732016328,Auxins,undefined
0.004010954408625507,0.00015710244832916682,Nucleotides,undefined
0.04241970474295925,0.00023076561450243273,Amino acids,undefined
0.009796976206023527,0.00015152115659365422,Organic acids,undefined
0.11646797576826462,0.0006030777938241705,Amino acids,undefined
0.03667603559889497,0.00021680737269027468,Amino acids,undefined
0.08177062964215459,0.00038055827325463075,Amino acids,undefined
0.07806811702185115,0.0003906999125542144,Amino acids,undefined
0.08113482395157691,0.0003838927433720683,Amino acids,undefined
0.07806811702185115,0.0003713988689699494,Amino acids,undefined
0.034651889266261594,0.0002004734552957412,Amino acids,undefined
0.08641140185506224,0.0005144116691725769,Organic acids,undefined
0.04241970474295925,0.00023076561450243273,Amino acids,undefined
0.0010381015959298838,0.0001522553104142833,Fatty acids,undefined
0.052469139464761554,0.00026974248096817767,Amino acids,undefined
0.05387098313100158,0.00034083182183269217,Organic acids,undefined
0.08692552326017132,0.0005460835089483353,Organic acids,undefined
0.03217906799965596,0.0002313087361705794,Amino acids,undefined
0.040112541785479155,0.00024059138687093014,Sugars,undefined
0.03290198671216159,0.00019943349460150908,Organic acids,undefined
0.07787676123926278,0.00037412310329356643,Amino acids,undefined
0.017252706636178065,0.00017649148537030057,Organic acids,undefined
0.06858140133027678,0.00036036028944041657,Sugars,undefined
0.06858140133027678,0.00036036028944041657,Sugars,undefined
0.06858140133027678,0.00036036028944041657,Sugars,undefined
0.031054871945120514,0.0001862267854281776,Amino acids,undefined
0.06967772370096516,0.0003287415781661555,Amino acids,undefined
0.024438035892186724,0.00017433262897833225,Organic acids,undefined
0.21468198155327944,0.0012023673421319868,Amino acids,undefined
0.024438035892186724,0.00019074040582335182,Organic acids,undefined
0.012610254438168034,0.00015814665277748068,Organic acids,undefined
0.020375575332719425,0.00016673911663104258,Organic acids,undefined
0.053793200088422775,0.00032424228590288663,Organic acids,undefined
0.0535985457260927,0.00029627947494414655,Sugars,undefined
0.017987729094045782,0.00017123356013530133,Organic acids,undefined
0.06227022229888473,0.0006219524272512195,Organic acids,undefined
0.011769654762640483,0.00016920262788350072,Organic acids,undefined
0.053793200088422775,0.00034258626843867686,Organic acids,undefined
0.12260477635250917,0.0006024188505166129,Amino acids,undefined
0.003509522077474149,0.00015004362654176464,Nucleotides,undefined
0.01643744059495426,0.00015008774294695363,Organic acids,undefined
0.01589391554410453,0.0001620597818018056,Organic acids,undefined
0.02681449807661713,0.00017984689518894803,Organic acids,undefined
0.029814512534037205,0.00018751608440764413,Amino acids,undefined
0.016193063156420905,0.00016975402949313825,Nucleotides,undefined
0.004092624129961491,0.00015282613199986428,Nucleotides,undefined
0.059134683335194144,0.00029732805833409187,Amino acids,undefined
0.0207225382903588,0.00017162192270978122,Organic acids,undefined
0.020216669001998862,0.00016393284532824448,Organic acids,undefined
0.014302719982693583,0.00016983815979452937,Nucleotides,undefined
0.1375624421048556,0.0005425118053485862,Amino acids,negative
0.007761069476057959,0.00013629761255750294,Organic acids,negative
0.007761069476057959,0.00014222359571217693,Organic acids,negative
0.08530231123423575,0.0003370587743226782,Amino acids,negative
0.002586289593889374,0.000150852685855421,Organic acids,negative
0.01897220179579004,0.00016777030543061553,Nucleotides,negative
0.004185215094064327,0.00015599801542568397,Nucleotides,negative
0.3582063252707263,0.0015389356198122607,Amino acids,negative
0.01221372433503146,0.00015301605512621293,Organic acids,negative
0.14511589695056853,0.0005040837970967957,Amino acids,negative
0.2071029837125024,0.0008411290961498671,Amino acids,negative
0.05882853546111878,0.00024834285595766627,Amino acids,negative
0.003913683969225175,0.00015013442140527673,Organic acids,negative
0.005661264129595545,0.0001372795730047901,Organic acids,negative
0.06081388530524954,0.0002592796271774012,Amino acids,negative
0.009519002654406496,0.0001504175564557261,Organic acids,negative
0.00427349043397649,0.000151333323688068,Nucleotides,negative
0.05197866953344265,0.00025515790233265775,Sugars,negative
0.004185215094064327,0.00015599801542568397,Nucleotides,negative
0.023826560612095146,0.00020352423740946498,Sugars,negative
0.023826560612095146,0.00020352423740946498,Sugars,negative
0.016954773047284672,0.0001640717085926825,Organic acids,negative
0.1375624421048556,0.0005425118053485862,Amino acids,negative
2.473565187782325,0.01408362873088371,Amino acids,negative
0.08530231123423575,0.0003370587743226782,Amino acids,negative
0.01883552124953642,0.0001748451984343833,Nucleotides,negative
0.00421155530835625,0.00015952845038069472,Nucleotides,negative
0.055058636425777005,0.0002728635965592212,Sugars,negative
0.055058636425777005,0.0002728635965592212,Sugars,negative
0.10832564626725699,0.00039041069293614954,Amino acids,negative
0.17685848982979532,0.0007059844518620348,Amino acids,negative
0.014641492428841189,0.0001559516526756273,Nucleotides,negative
0.0,0.00012580333918828647,Auxins,negative
0.003944889353506392,0.00015555401658885865,Nucleotides,negative
0.06119080465752218,0.00025555328226829803,Amino acids,negative
0.003083394778945232,0.0001394548803440967,Organic acids,negative
0.16800609993108906,0.0007057824080271505,Amino acids,negative
0.05290551038823072,0.0002367054551391186,Amino acids,negative
0.11795486685904297,0.0004339712769715852,Amino acids,negative
0.11261395918738829,0.0004479422460837723,Amino acids,negative
0.11703771144629255,0.0004407854465874284,Amino acids,negative
0.11261395918738829,0.0004258133626694542,Amino acids,negative
0.04998566114390124,0.00021576932401244268,Amino acids,negative
0.0271961939804876,0.0002074797745780147,Organic acids,negative
0.06119080465752218,0.00025555328226829803,Amino acids,negative
0.004696613168736493,0.00015586979069971972,Fatty acids,negative
0.07568720440161493,0.00030170202788252907,Amino acids,negative
0.016954773047284672,0.00017354697443846054,Organic acids,negative
0.027358003014512067,0.00021988871435673125,Organic acids,negative
0.0464185942820569,0.0002550155797330903,Amino acids,negative
0.041205257052437674,0.00022635703464380361,Sugars,negative
0.010355216947738378,0.00013352376231714455,Organic acids,negative
0.11233792675426782,0.0004288961933850156,Amino acids,negative
0.0054299310773009615,0.00014769076062179414,Organic acids,negative
0.07044964355396284,0.0003268604596631009,Sugars,negative
0.07044964355396284,0.0003268604596631009,Sugars,negative
0.07044964355396284,0.0003268604596631009,Sugars,negative
0.04479693138773293,0.0001994606259652077,Amino acids,negative
0.10051074154810642,0.00037522048256549386,Amino acids,negative
0.007691364222290916,0.00013050228713873096,Organic acids,negative
0.30968068439695784,0.0014327890536980263,Amino acids,negative
0.007691364222290916,0.00014278485534002333,Organic acids,negative
0.00396881567109574,0.00014120352363659048,Organic acids,negative
0.006412789137967361,0.00012968261639007095,Organic acids,negative
0.016930292450176507,0.00016517644342051838,Organic acids,negative
0.055058636425777005,0.0002728635965592212,Sugars,negative
0.005661264129595545,0.00014237298472404909,Organic acids,negative
0.019598259124288725,0.00024551628631131936,Organic acids,negative
0.0037042543823675783,0.00015336027987798202,Organic acids,negative
0.016930292450176507,0.00017452128807886577,Organic acids,negative
0.17685848982979532,0.0007059844518620348,Amino acids,negative
0.00345171619242308,0.00014874048506515608,Nucleotides,negative
0.005173343023793671,0.00012650601825143465,Organic acids,negative
0.005002279802982169,0.00013926981810603913,Organic acids,negative
0.008439306336034971,0.00013182805962338854,Organic acids,negative
0.04300770180943617,0.00019880391739337443,Amino acids,negative
0.015926344689694952,0.00015858141593780802,Nucleotides,negative
0.004025213880135094,0.00015113115533298385,Nucleotides,negative
0.08530231123423575,0.0003370587743226782,Amino acids,negative
0.0065219885225095905,0.0001365125362887459,Organic acids,negative
0.006362776670836543,0.00013099162674122888,Organic acids,negative
0.014067137652967293,0.00016096136936184882,Nucleotides,negative
0.13200988062870175,0.00045208431830336387,Amino acids,negative
0.0036143745834399115,0.0001261315350551703,Organic acids,negative
0.0036143745834399115,0.0001316155148401777,Organic acids,negative
0.08185917428537967,0.00028993397486698063,Amino acids,negative
0.0012044499024787595,0.0001489030663945221,Organic acids,negative
0.02827348232833555,0.0001803564540281432,Nucleotides,negative
0.006237051781125831,0.00015780492412913085,Nucleotides,negative
0.3437477084289521,0.0012424869040649662,Amino acids,negative
0.00568800149797159,0.0001310752201084749,Organic acids,negative
0.1392584483137447,0.0004262732032189678,Amino acids,negative
0.19874349233271127,0.0006914158142911278,Amino acids,negative
0.056453984277657125,0.00022222718186918643,Amino acids,negative
0.0018226250788787647,0.00014584469370637322,Organic acids,negative
0.002636483186147605,0.000131148347612175,Organic acids,negative
0.05835919758966088,0.00022716619711481492,Amino acids,negative
0.004433054150580698,0.000135161660907513,Organic acids,negative
0.006368604844386424,0.0001533088713009985,Nucleotides,negative
0.04017292852605914,0.00020744912750966376,Sugars,negative
0.006237051781125831,0.00015780492412913085,Nucleotides,negative
0.018414913753721042,0.00018898450948172884,Sugars,negative
0.018414913753721042,0.00018898450948172884,Sugars,negative
0.007895935084609484,0.00012922696888828481,Organic acids,negative
0.13200988062870175,0.00045208431830336387,Amino acids,negative
2.373722363241843,0.011206988930850374,Amino acids,negative
0.08185917428537967,0.00028993397486698063,Amino acids,negative
0.028069793001670965,0.0001878977963101643,Nucleotides,negative
0.0062763055056709975,0.00016138730126537363,Nucleotides,negative
0.042553352860482875,0.00022043385127158547,Sugars,negative
0.042553352860482875,0.00022043385127158547,Sugars,negative
0.10395319691887628,0.0003348482145677446,Amino acids,negative
0.16971978523620337,0.0005831447780108567,Amino acids,negative
0.021819606490753214,0.0001656945148266488,Nucleotides,negative
0.0,0.0001258030294087451,Auxins,negative
0.00587890433720518,0.00015725716797935588,Nucleotides,negative
0.05872090299368555,0.00022615250648624484,Amino acids,negative
0.0014359546392556668,0.00013679637688269124,Organic acids,negative
0.16122471262825863,0.0005839639552995273,Amino acids,negative
0.05077003580401222,0.0002131042407732842,Amino acids,negative
0.1131937442762733,0.0003706178481229583,Amino acids,negative
0.10806841665489655,0.00038004683013578123,Amino acids,negative
0.11231360886501861,0.00037330472889065755,Amino acids,negative
0.10806841665489655,0.0003612720615811693,Amino acids,negative
0.04796804316488815,0.00019762681819950157,Amino acids,negative
0.012665423572435733,0.00013985497573211665,Organic acids,negative
0.05872090299368555,0.00022615250648624484,Amino acids,negative
0.003233310859505449,0.00015375883959540482,Fatty acids,negative
0.07263217100028979,0.0002637946506415442,Amino acids,negative
0.007895935084609484,0.00013668992453836812,Organic acids,negative
0.012740778967945742,0.0001480198152383302,Organic acids,negative
0.04454495715811502,0.00022689677490380245,Amino acids,negative
0.031846445115345706,0.00019448535127858813,Sugars,negative
0.00482248394468983,0.00011900219428784362,Organic acids,negative
0.10780352597697362,0.00036392955933618786,Amino acids,negative
0.0025287500564413878,0.0001413452382044952,Organic acids,negative
0.05444865212178594,0.00025185206093762143,Sugars,negative
0.05444865212178594,0.00025185206093762143,Sugars,negative
0.05444865212178594,0.00025185206093762143,Sugars,negative
0.04298875095950359,0.0001837639020119977,Amino acids,negative
0.09645373250610154,0.0003200916233380742,Amino acids,negative
0.003581912446832961,0.00012084536290749305,Organic acids,negative
0.2971807533708656,0.001159484717805674,Amino acids,negative
0.003581912446832961,0.00013221904412231595,Organic acids,negative
0.0018483002287530783,0.00013747052709842922,Organic acids,negative
0.002986472694353661,0.00012151813945280489,Organic acids,negative
0.007884534330080982,0.0001301302465587275,Organic acids,negative
0.042553352860482875,0.00022043385127158547,Sugars,negative
0.002636483186147605,0.00013601427570379275,Organic acids,negative
0.00912702171743444,0.00016257795778403086,Organic acids,negative
0.0017250925186957184,0.0001498698130480845,Organic acids,negative
0.007884534330080982,0.00013749235530899194,Organic acids,negative
0.16971978523620337,0.0005831447780108567,Amino acids,negative
0.005143948911114757,0.0001501738367332501,Nucleotides,negative
0.002409255527772109,0.00012131037251679919,Organic acids,negative
0.002329590404380313,0.00013424861718891928,Organic acids,negative
0.003930233380454335,0.00012124830511392438,Organic acids,negative
0.041271741727665,0.00018541536265666235,Amino acids,negative
0.023734368313486506,0.00017087039957002282,Nucleotides,negative
0.005998608634503584,0.00015299549445230674,Nucleotides,negative
0.08185917428537967,0.00028993397486698063,Amino acids,negative
0.0030373274742566485,0.0001287770573889018,Organic acids,negative
0.0029631816014687967,0.00012373384962546759,Organic acids,negative
0.020963669484566128,0.00017072513070502795,Nucleotides,negative
0.15064629535991142,0.0005672252724804127,Amino acids,negative
0.008046412700317756,0.00013629615590808098,Organic acids,negative
0.008046412700317756,0.0001422220757301714,Organic acids,negative
0.09341559350393491,0.0003499377917597091,Amino acids,negative
0.002681377031756867,0.00015085240650361987,Organic acids,negative
0.03147157302556199,0.00020007794604400372,Nucleotides,negative
0.006942541718576788,0.00016063620609694552,Nucleotides,negative
0.39227608241637646,0.001619953856990843,Amino acids,negative
0.012662773720909189,0.00015301291132717754,Organic acids,negative
0.15891817518600282,0.0005253491182634222,Amino acids,negative
0.22680098417045555,0.0008820451316531374,Amino acids,negative
0.06442384122485643,0.0002554801642507561,Amino acids,negative
0.004057574344895388,0.00015013380675037453,Organic acids,negative
0.005869405979775918,0.00013727869449034615,Organic acids,negative
0.06659802186919034,0.000268056097963823,Amino acids,negative
0.009868977991893818,0.00015041537051021993,Organic acids,negative
0.0070889751076111795,0.00015640439700319908,Nucleotides,negative
0.07207135214658911,0.00029983080562458306,Sugars,negative
0.006942541718576788,0.00016063620609694552,Nucleotides,negative
0.0330368679254385,0.00021713875302040896,Sugars,negative
0.0330368679254385,0.00021713875302040896,Sugars,negative
0.0175781316736737,0.00016406671585384713,Organic acids,negative
0.15064629535991142,0.0005672252724804127,Amino acids,negative
2.7088311763658193,0.014869802774542312,Amino acids,negative
0.09341559350393491,0.0003499377917597091,Amino acids,negative
0.031244843843630726,0.0002083501771794017,Nucleotides,negative
0.006986235538963052,0.00016429997249254084,Nucleotides,negative
0.07634189967098176,0.0003219570589158771,Sugars,negative
0.07634189967098176,0.0003219570589158771,Sugars,negative
0.11862872636552645,0.00040559569395507306,Amino acids,negative
0.19367987285002417,0.000739556038792093,Amino acids,negative
0.024287681690152527,0.00018096080352760562,Nucleotides,negative
0.000807742859812502,0.00012702253493163758,Auxins,negative
0.006543883240488613,0.00015992587050493154,Nucleotides,negative
0.06701079081397285,0.00026358839559149146,Amino acids,negative
0.003196758769643193,0.00013945449941964186,Organic acids,negative
0.18398551352551398,0.0007390748993470577,Amino acids,negative
0.057937464777175166,0.00024315557174149144,Amino acids,negative
